filename,split,angle_bin,offset_bin,stratum,delta_theta_deg,delta_rho_px,delta_rho_norm,iou,latency_ms,failed
c20-converted.mp4-00.05.51.134-00.10.32.300_110.jpg,train,flat,mid,flat_mid,1.1914,10.5422,0.021963,0.9367,4.059,0
c20-converted.mp4-00.05.51.134-00.10.32.300_130.jpg,train,flat,mid,flat_mid,0.5671,8.4832,0.017673,0.9513,3.688,0
c20-converted.mp4-00.05.51.134-00.10.32.300_160.jpg,train,flat,mid,flat_mid,1.4956,3.0609,0.006377,0.9557,3.252,0
c20-converted.mp4-00.05.51.134-00.10.32.300_170.jpg,train,flat,mid,flat_mid,0.3060,10.8787,0.022664,0.9543,3.371,0
c20-converted.mp4-00.05.51.134-00.10.32.300_180.jpg,train,flat,mid,flat_mid,0.3232,10.1462,0.021138,0.9488,3.548,0
c20-converted.mp4-00.05.51.134-00.10.32.300_210.jpg,train,flat,mid,flat_mid,0.7038,7.5763,0.015784,0.9488,3.452,0
c20-converted.mp4-00.05.51.134-00.10.32.300_220.jpg,train,flat,mid,flat_mid,1.4665,5.3283,0.011101,0.9581,3.509,0
c20-converted.mp4-00.05.51.134-00.10.32.300_250.jpg,train,flat,mid,flat_mid,0.2832,9.8441,0.020509,0.9413,3.830,0
c20-converted.mp4-00.05.51.134-00.10.32.300_280.jpg,train,flat,mid,flat_mid,0.6798,33.0440,0.068842,0.8845,4.065,0
c20-converted.mp4-00.05.51.134-00.10.32.300_300.jpg,train,flat,mid,flat_mid,1.1126,5.1484,0.010726,0.9603,3.245,0
c20-converted.mp4-00.05.51.134-00.10.32.300_310.jpg,train,flat,mid,flat_mid,1.1734,5.3438,0.011133,0.9554,3.848,0
c20-converted.mp4-00.05.51.134-00.10.32.300_50.jpg,train,flat,mid,flat_mid,0.6634,11.5279,0.024016,0.0000,3.258,0
c3-converted.mp4-00.08.19.510-00.09.54.902_0.jpg,train,flat,mid,flat_mid,0.8597,15.8692,0.033061,0.0000,3.745,0
c3-converted.mp4-00.08.19.510-00.09.54.902_10.jpg,train,flat,mid,flat_mid,0.5692,12.3300,0.025688,0.0000,3.559,0
c3-converted.mp4-00.08.19.510-00.09.54.902_60.jpg,train,flat,mid,flat_mid,1.9308,1.1459,0.002387,0.9188,4.090,0
c3-converted.mp4-00.10.09.262-00.10.59.874_0.jpg,train,flat,mid,flat_mid,0.8469,13.6850,0.028511,0.9565,3.277,0
d1-converted.mp4-00.05.02.749-00.09.02.120_120.jpg,train,flat,mid,flat_mid,1.0444,13.0997,0.027291,0.9673,3.505,0
d1-converted.mp4-00.05.02.749-00.09.02.120_160.jpg,train,flat,mid,flat_mid,0.1732,0.3565,0.000743,0.9937,3.378,0
d1-converted.mp4-00.05.02.749-00.09.02.120_190.jpg,train,flat,mid,flat_mid,0.6005,8.4945,0.017697,0.9775,3.452,0
d1-converted.mp4-00.05.02.749-00.09.02.120_20.jpg,train,flat,mid,flat_mid,0.6122,10.2773,0.021411,0.9721,3.370,0
d1-converted.mp4-00.05.02.749-00.09.02.120_200.jpg,train,flat,mid,flat_mid,0.7560,10.6774,0.022245,0.9681,3.477,0
d1-converted.mp4-00.05.02.749-00.09.02.120_210.jpg,train,flat,mid,flat_mid,0.8028,10.9833,0.022882,0.9710,3.368,0
d1-converted.mp4-00.05.02.749-00.09.02.120_230.jpg,train,flat,mid,flat_mid,0.2593,6.1664,0.012847,0.9675,3.188,0
d1-converted.mp4-00.05.02.749-00.09.02.120_50.jpg,train,flat,mid,flat_mid,0.6017,3.5593,0.007415,0.9740,3.783,0
d1-converted.mp4-00.05.02.749-00.09.02.120_60.jpg,train,flat,mid,flat_mid,0.0298,0.9454,0.001970,0.9936,3.325,0
d1-converted.mp4-00.05.02.749-00.09.02.120_80.jpg,train,flat,mid,flat_mid,0.9103,8.4322,0.017567,0.9832,3.352,0
d3-converted.mp4-00.10.13.789-00.10.48.756_0.jpg,train,flat,mid,flat_mid,1.4549,4.6261,0.009638,0.9892,3.434,0
d3-converted.mp4-00.10.13.789-00.10.48.756_20.jpg,train,flat,mid,flat_mid,0.0494,7.1104,0.014813,0.9710,3.390,0
d3-converted.mp4-00.10.13.789-00.10.48.756_30.jpg,train,flat,mid,flat_mid,0.0230,3.0998,0.006458,0.9869,3.607,0
d3-converted.mp4-00.11.00.558-00.11.19.164_10.jpg,train,flat,mid,flat_mid,0.7610,2.5845,0.005384,0.9923,3.425,0
d3-converted.mp4-00.12.04.422-00.13.35.453_0.jpg,train,flat,mid,flat_mid,1.5120,7.3037,0.015216,0.9902,3.347,0
d5-converted.mp4-00.04.00.521-00.07.04.857_0.jpg,train,flat,mid,flat_mid,0.9537,7.4514,0.015524,0.9451,3.684,0
d5-converted.mp4-00.04.00.521-00.07.04.857_130.jpg,train,flat,mid,flat_mid,1.7806,1.8962,0.003950,0.9606,3.635,0
d5-converted.mp4-00.04.00.521-00.07.04.857_160.jpg,train,flat,mid,flat_mid,0.2474,10.9689,0.022852,0.9482,3.615,0
d5-converted.mp4-00.04.00.521-00.07.04.857_20.jpg,train,flat,mid,flat_mid,1.4909,1.1813,0.002461,0.9677,3.602,0
d5-converted.mp4-00.04.00.521-00.07.04.857_30.jpg,train,flat,mid,flat_mid,1.8975,1.7512,0.003648,0.9559,3.371,0
d5-converted.mp4-00.04.00.521-00.07.04.857_40.jpg,train,flat,mid,flat_mid,2.0655,0.1195,0.000249,0.9654,3.387,0
d5-converted.mp4-00.04.00.521-00.07.04.857_60.jpg,train,flat,mid,flat_mid,2.2860,0.2096,0.000437,0.9263,3.993,0
d5-converted.mp4-00.04.00.521-00.07.04.857_90.jpg,train,flat,mid,flat_mid,1.5393,4.5017,0.009378,0.9479,3.452,0
d6-converted.mp4-00.02.56.484-00.05.09.707_0.jpg,train,flat,mid,flat_mid,0.3419,14.2931,0.029777,0.9448,3.970,0
d6-converted.mp4-00.02.56.484-00.05.09.707_10.jpg,train,flat,mid,flat_mid,7.2913,45.6414,0.095086,0.9423,3.695,0
d6-converted.mp4-00.02.56.484-00.05.09.707_120.jpg,train,flat,mid,flat_mid,1.0289,16.8954,0.035199,0.9405,3.613,0
d6-converted.mp4-00.02.56.484-00.05.09.707_170.jpg,train,flat,mid,flat_mid,2.4820,1.4734,0.003070,0.9372,3.431,0
d6-converted.mp4-00.02.56.484-00.05.09.707_30.jpg,train,flat,mid,flat_mid,2.7906,0.9839,0.002050,0.9291,3.769,0
d6-converted.mp4-00.02.56.484-00.05.09.707_40.jpg,train,flat,mid,flat_mid,2.7647,4.8662,0.010138,0.8737,3.747,0
d6-converted.mp4-00.02.56.484-00.05.09.707_60.jpg,train,flat,mid,flat_mid,0.7134,11.5405,0.024043,0.9625,3.461,0
d6-converted.mp4-00.02.56.484-00.05.09.707_80.jpg,train,flat,mid,flat_mid,0.7949,16.0099,0.033354,0.9515,3.504,0
d6-converted.mp4-00.05.52.629-00.06.11.143_20.jpg,train,flat,mid,flat_mid,7.1120,37.6138,0.078362,0.9572,3.674,0
da1-converted.mp4-00.05.02.554-00.05.35.766_20.jpg,train,flat,mid,flat_mid,0.6786,10.2971,0.021452,0.9727,3.374,0
da1-converted.mp4-00.05.02.554-00.05.35.766_30.jpg,train,flat,mid,flat_mid,0.3353,10.5324,0.021942,0.9637,3.414,0
da1-converted.mp4-00.05.02.554-00.05.35.766_50.jpg,train,flat,mid,flat_mid,0.7473,2.4023,0.005005,0.9756,3.788,0
da1-converted.mp4-00.05.50.031-00.06.07.230_0.jpg,train,flat,mid,flat_mid,0.3628,2.7980,0.005829,0.9880,3.416,0
da1-converted.mp4-00.06.08.479-00.08.51.651_10.jpg,train,flat,mid,flat_mid,0.9034,2.9584,0.006163,0.9752,3.375,0
da1-converted.mp4-00.06.08.479-00.08.51.651_120.jpg,train,flat,mid,flat_mid,0.6111,8.9280,0.018600,0.9783,3.613,0
da1-converted.mp4-00.06.08.479-00.08.51.651_160.jpg,train,flat,mid,flat_mid,0.9358,7.3976,0.015412,0.9870,3.404,0
da1-converted.mp4-00.06.08.479-00.08.51.651_30.jpg,train,flat,mid,flat_mid,0.6457,10.6093,0.022103,0.9679,3.440,0
da1-converted.mp4-00.06.08.479-00.08.51.651_60.jpg,train,flat,mid,flat_mid,0.7958,1.5612,0.003252,0.9970,3.403,0
e1-converted.mp4-00.05.02.178-00.08.52.285_120.jpg,train,flat,mid,flat_mid,1.0969,14.0696,0.029312,0.9648,3.377,0
e1-converted.mp4-00.05.02.178-00.08.52.285_160.jpg,train,flat,mid,flat_mid,0.3237,0.3775,0.000787,0.9937,3.279,0
e1-converted.mp4-00.05.02.178-00.08.52.285_170.jpg,train,flat,mid,flat_mid,0.0566,0.3804,0.000792,0.9926,3.683,0
e1-converted.mp4-00.05.02.178-00.08.52.285_190.jpg,train,flat,mid,flat_mid,0.5919,7.5641,0.015759,0.9802,3.480,0
e1-converted.mp4-00.05.02.178-00.08.52.285_20.jpg,train,flat,mid,flat_mid,0.6013,10.1409,0.021127,0.9724,3.423,0
e1-converted.mp4-00.05.02.178-00.08.52.285_210.jpg,train,flat,mid,flat_mid,0.8122,11.6190,0.024206,0.9691,3.393,0
e1-converted.mp4-00.05.02.178-00.08.52.285_30.jpg,train,flat,mid,flat_mid,0.4788,11.1349,0.023198,0.9637,3.498,0
e1-converted.mp4-00.05.02.178-00.08.52.285_80.jpg,train,flat,mid,flat_mid,0.8386,8.0312,0.016732,0.9842,3.421,0
e11-converted.mp4-00.01.46.321-00.04.23.535_10.jpg,train,flat,mid,flat_mid,1.7344,2.4989,0.005206,0.9629,3.421,0
e11-converted.mp4-00.01.46.321-00.04.23.535_100.jpg,train,flat,mid,flat_mid,1.4996,3.0427,0.006339,0.9569,3.450,0
e11-converted.mp4-00.01.46.321-00.04.23.535_110.jpg,train,flat,mid,flat_mid,1.8178,0.7704,0.001605,0.9176,3.760,0
e11-converted.mp4-00.01.46.321-00.04.23.535_140.jpg,train,flat,mid,flat_mid,2.6674,23.5807,0.049126,0.0000,3.468,0
e11-converted.mp4-00.01.46.321-00.04.23.535_150.jpg,train,flat,mid,flat_mid,2.3710,26.2156,0.054616,0.0000,3.884,0
e11-converted.mp4-00.01.46.321-00.04.23.535_160.jpg,train,flat,mid,flat_mid,0.0701,10.1742,0.021196,0.9347,3.825,0
e11-converted.mp4-00.01.46.321-00.04.23.535_190.jpg,train,flat,mid,flat_mid,1.3914,3.5650,0.007427,0.9485,3.489,0
e11-converted.mp4-00.01.46.321-00.04.23.535_20.jpg,train,flat,mid,flat_mid,1.8350,1.5915,0.003316,0.9136,3.839,0
e11-converted.mp4-00.01.46.321-00.04.23.535_200.jpg,train,flat,mid,flat_mid,1.9434,0.6154,0.001282,0.9495,3.464,0
e11-converted.mp4-00.01.46.321-00.04.23.535_40.jpg,train,flat,mid,flat_mid,0.6225,9.9225,0.020672,0.0000,3.567,0
e11-converted.mp4-00.01.46.321-00.04.23.535_70.jpg,train,flat,mid,flat_mid,1.3749,19.4951,0.040615,0.0000,3.870,0
e11-converted.mp4-00.04.43.599-00.05.44.983_0.jpg,train,flat,mid,flat_mid,1.5454,27.7118,0.057733,0.0000,3.481,0
e11-converted.mp4-00.04.43.599-00.05.44.983_20.jpg,train,flat,mid,flat_mid,3.1018,29.6857,0.061845,0.0000,3.837,0
e11-converted.mp4-00.04.43.599-00.05.44.983_30.jpg,train,flat,mid,flat_mid,1.1979,16.5365,0.034451,0.0000,3.412,0
e11-converted.mp4-00.05.53.243-00.06.02.201_0.jpg,train,flat,mid,flat_mid,1.7296,0.1682,0.000350,0.9404,3.342,0
e12-converted.mp4-00.01.20.478-00.02.38.637_0.jpg,train,flat,mid,flat_mid,2.1121,0.0483,0.000101,0.9569,3.485,0
e12-converted.mp4-00.01.20.478-00.02.38.637_30.jpg,train,flat,mid,flat_mid,2.5340,29.1230,0.060673,0.0000,3.491,0
e12-converted.mp4-00.01.20.478-00.02.38.637_40.jpg,train,flat,mid,flat_mid,0.1210,13.6258,0.028387,0.0000,3.410,0
e12-converted.mp4-00.01.20.478-00.02.38.637_50.jpg,train,flat,mid,flat_mid,0.7454,15.2506,0.031772,0.0000,4.072,0
e12-converted.mp4-00.01.20.478-00.02.38.637_70.jpg,train,flat,mid,flat_mid,1.4644,0.0993,0.000207,0.9617,3.452,0
